"name","assignment","length","begin","end","species","species-score","type","type support","subtype","subtype support"
"FJ882575.1","3III","10663","22","10684","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"FJ502975.1","3III","220","2190","2409","dengue virus type 3","","DENV-3 Genotype III","97.0","",""
"FJ502943.1","3III","220","2190","2409","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"AY665402.1","3III","1923","175","2097","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"AB549332.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ857204.1","3III","10171","95","10265","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW979762.1","3III","1063","984","2046","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW979764.1","3III","2055","1034","3088","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW979763.1","3III","2092","992","3083","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW979761.1","3III","1777","980","2756","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW979765.1","3III","1615","1033","2647","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OK605766.1","3III","10707","1","10707","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MW133786.1","3III","511","132","642","dengue virus type 3","","DENV-3 Genotype III","98.0","",""
"MZ544494.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544495.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544496.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544497.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544498.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544499.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544501.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544500.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544503.1","3III","1440","974","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544502.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544504.1","3III","1467","947","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544505.1","3III","1437","977","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544506.1","3V","1479","935","2413","dengue virus type 3","","DENV-3 Genotype V","100.0","",""
"MZ544507.1","Unassigned","1479","935","2413","dengue virus type 3","","Related to but not part of DENV-3 Genotype V","","",""
"MZ544585.1","3III","10173","95","10267","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544586.1","3III","10173","95","10267","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544587.1","3III","10173","95","10267","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"MZ544588.1","3III","10173","95","10267","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"ON377332.1","3III","174","9008","9181","dengue virus type 3","","DENV-3 Genotype III","84.0","",""
"ON890788.1","3III","10656","12","10667","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"ON908232.1","3III","10608","26","10633","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OP365121.1","3III","483","146","628","dengue virus type 3","","DENV-3 Genotype III","99.0","",""
"OM920035.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920037.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920036.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920039.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920038.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920040.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920042.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920041.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920044.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920045.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920043.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920046.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920047.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920048.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920050.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920049.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920052.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920051.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920053.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920054.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920055.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920056.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920058.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920059.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920057.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920060.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920061.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920062.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920063.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920064.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920065.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OM920066.1","3III","1479","935","2413","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"OQ132878.1","3III","10568","1","10568","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KU577448.1","4II","223","8193","8415","dengue virus type 4","","DENV-4 Genotype II","95.0","",""
"KU577449.1","4II","223","8193","8415","dengue virus type 4","","DENV-4 Genotype II","97.0","",""
"MF004387.1","4II","10601","25","10625","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076955.1","4II","10648","1","10649","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076956.1","4II","755","838","1592","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076957.1","4II","1295","813","2107","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076958.1","4II","1306","813","2118","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076959.1","4II","1287","813","2099","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076960.1","4II","996","951","1946","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076961.1","4II","1275","834","2108","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"MT076962.1","4II","1287","822","2108","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"AB908053.1","4II","452","196","647","dengue virus type 4","","DENV-4 Genotype II","98.0","",""
"OK605769.1","4I","10651","1","10649","dengue virus type 4","","DENV-4 Genotype I","100.0","",""
"MW332572.1","2V","1037","2441","3477","dengue virus type 2","","DENV-2 Genotype V - Asian I","100.0","",""
"MG727535.1","Unassigned","1485","937","2421","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"EU073979.1","1I","232","8938","9169","dengue virus type 1","","DENV-1 Genotype I","95.0","",""
"KM892493.1","2II","500","145","644","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KM892494.1","2II","500","145","644","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KM892496.1","2II","500","145","644","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"MF574722.1","Unassigned","502","143","644","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MF574723.1","Unassigned","502","143","644","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MF574724.1","Unassigned","502","143","644","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MF574725.1","Unassigned","502","143","644","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"MK045280.1","","346","","","","","","","",""
"MH802053.1","Unassigned","211","2209","2419","dengue virus type 1","","Could not assign","","",""
"MH802054.1","Unassigned","211","2209","2419","dengue virus type 1","","Could not assign","","",""
"MH802055.1","Unassigned","211","2209","2419","dengue virus type 1","","Could not assign","","",""
"MH802056.1","Unassigned","211","2209","2419","dengue virus type 1","","Could not assign","","",""
"MH802057.1","Unassigned","209","2211","2419","dengue virus type 1","","Could not assign","","",""
"KX812500.1","1I","288","194","481","dengue virus type 1","","DENV-1 Genotype I","87.0","",""
"KX812501.1","Unassigned","243","194","436","dengue virus type 1","","Could not assign","","",""
"KX812502.1","3III","259","164","422","dengue virus type 3","","DENV-3 Genotype III","88.0","",""
"KX812503.1","3III","231","192","422","dengue virus type 3","","DENV-3 Genotype III","93.0","",""
"KX812504.1","3III","230","192","421","dengue virus type 3","","DENV-3 Genotype III","96.0","",""
"KX812506.1","1I","245","192","436","dengue virus type 1","","DENV-1 Genotype I","75.0","",""
"KX812505.1","3III","231","192","422","dengue virus type 3","","DENV-3 Genotype III","94.0","",""
"KX812507.1","Unassigned","512","134","645","dengue virus type 2","","Could not assign","","",""
"KX812508.1","Unassigned","513","133","645","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KX812509.1","Unassigned","513","134","646","dengue virus type 2","","Related to but not part of DENV-2 Genotype II - Cosmopolitan","","",""
"KX812510.1","Unassigned","512","136","647","dengue virus type 2","","Could not assign","","",""
"KX812511.1","3III","513","131","643","dengue virus type 3","","DENV-3 Genotype III","100.0","",""
"KF907503.1","4II","10648","1","10649","dengue virus type 4","","DENV-4 Genotype II","100.0","",""
"EU073983.1","4II","232","8930","9161","dengue virus type 4","","DENV-4 Genotype II","82.0","",""
"KM892495.1","2II","500","145","644","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"KU886233.1","2II","500","145","644","dengue virus type 2","","DENV-2 Genotype II - Cosmopolitan","100.0","",""
"DQ016638.1","1I","306","2196","2501","dengue virus type 1","","DENV-1 Genotype I","100.0","",""
"DQ016641.1","1I","306","2196","2501","dengue virus type 1","","DENV-1 Genotype I","100.0","",""
"DQ016643.1","2V","306","2198","2503","dengue virus type 2","","DENV-2 Genotype V - Asian I","98.0","",""
